,EEX-ITALIAN BL M CONT - SETT. PRICE,EEX-ITALIAN BL M CON.LTDT - SETT. PRICE,EEX-ITALIAN BL M CON.WVOL - SETT. PRICE,EEX-ITALIAN BL M CONT.VOL - SETT. PRICE,EEX-ITALIAN BL M CONT.IDX - SETT. PRICE,EEX-ITALIAN BL M CONT.AVG - SETT. PRICE
04/10/2016,53.58,49.81,53.58,53.58,119.89,52.71
05/10/2016,55,52.7,55,55,126.85,54.12
06/10/2016,61.25,56.68,61.25,61.25,136.43,59.32
07/10/2016,59.23,56.27,59.23,59.23,135.44,57.9
10/10/2016,54.46,50.56,54.46,54.46,121.7,53.42
11/10/2016,52.97,50.39,52.97,52.97,121.29,52.53
12/10/2016,52.42,50.54,52.42,52.42,121.65,52.13
13/10/2016,52.88,51.05,52.88,52.88,122.88,52.56
14/10/2016,52.8,51.15,52.8,52.8,123.12,52.67
17/10/2016,54.34,52.7,54.34,54.34,126.85,53.76
18/10/2016,56.25,52.34,56.25,56.25,125.98,54.44
19/10/2016,57.39,53.04,57.39,57.39,127.67,55.62
20/10/2016,58.42,52.99,58.42,58.42,127.55,56.1
21/10/2016,57.59,53.05,57.59,57.59,127.69,57.42
24/10/2016,61.4,54.44,61.4,61.4,131.04,59.85
25/10/2016,63.97,53.97,63.97,63.97,129.91,57.71
26/10/2016,65.78,53.8,65.78,65.78,129.5,58.82
27/10/2016,65.88,53.57,65.88,65.88,128.94,58.69
28/10/2016,64.65,53.35,64.65,64.65,128.41,58.02
31/10/2016,66.5,53.08,66.5,66.5,127.77,59.04
01/11/2016,68,69.96,68,68,134.41,62.18
02/11/2016,68.5,69.56,68.5,68.5,133.64,62.15
03/11/2016,69.18,69.92,69.18,69.18,134.34,62.33
04/11/2016,67.68,68.94,67.68,67.68,132.45,60.81
07/11/2016,61,63.03,61,61,121.1,56.22
08/11/2016,57.5,58.89,57.5,57.5,113.14,53.11
09/11/2016,56.5,58.07,56.5,56.5,111.57,52.65
10/11/2016,58.08,59.04,58.08,58.08,113.43,53.63
11/11/2016,58.68,60.64,58.68,58.68,116.51,54.28
14/11/2016,59.13,61.17,59.13,59.13,117.52,54.4
15/11/2016,59.6,61.26,59.6,59.6,117.7,54.88
16/11/2016,59.4,61.05,59.4,59.4,117.29,54.45
17/11/2016,59.95,60.81,59.95,59.95,116.83,54.67
18/11/2016,59.55,60.38,59.55,59.55,116.01,54.57
21/11/2016,56.75,59.32,56.75,56.75,113.97,53.12
22/11/2016,54.95,58.57,54.95,54.95,112.53,52.75
23/11/2016,55.15,58.46,55.15,55.15,112.32,52.73
24/11/2016,54.66,58.42,54.66,54.66,112.24,52.61
25/11/2016,55.07,58.74,55.07,55.07,112.86,52.98
28/11/2016,56.43,58.22,56.43,56.43,111.86,53.37
29/11/2016,56.6,58.33,56.6,56.6,112.07,53.83
30/11/2016,56.89,56.89,56.89,56.89,112.64,52.8
01/12/2016,55.4,56.52,55.4,55.4,111.91,52.47
02/12/2016,53.67,55.43,53.67,53.67,109.75,51.49
05/12/2016,50.48,54.48,50.48,50.48,107.87,48.98
06/12/2016,47.75,54.45,47.75,47.75,107.81,47.59
07/12/2016,48.47,54.56,48.47,48.47,108.03,47.87
08/12/2016,48.57,53.86,48.57,48.57,106.64,48.23
09/12/2016,49.26,53.39,49.26,49.26,105.71,48.84
12/12/2016,50.57,54.59,50.57,50.57,108.09,49.83
13/12/2016,50.34,54.81,50.34,50.34,108.52,49.82
14/12/2016,50.2,54.56,50.2,50.2,108.03,49.68
15/12/2016,50.54,54.88,50.54,50.54,108.66,49.98
16/12/2016,51.54,55.63,51.54,51.54,110.15,50.75
19/12/2016,51.56,54.98,51.56,51.56,108.86,52.54
20/12/2016,52.39,55.13,52.39,52.39,109.16,51.28
21/12/2016,52.4,55.36,52.4,52.4,109.61,51.31
22/12/2016,52.66,55.43,52.66,52.66,109.75,51.77
23/12/2016,52.88,55.53,52.88,52.88,109.95,52.13
26/12/2016,52.88,55.53,52.88,52.88,109.95,52.13
27/12/2016,54.9,55.84,54.9,54.9,110.56,52.62
28/12/2016,56,55.84,54.9,56,110.56,55
29/12/2016,57.04,56.36,57.04,57.04,111.59,54.22
30/12/2016,57.28,56.44,57.28,57.28,111.75,54.49
02/01/2017,54.52,57.82,56.17,57.82,112.8,50.69
03/01/2017,52.79,56.05,52.79,52.79,109.35,49.74
04/01/2017,52.5,56.23,52.5,52.5,109.7,49.58
05/01/2017,52.53,56.18,52.53,52.53,109.61,49.61
06/01/2017,52.5,56.95,52.5,52.5,111.11,49.76
09/01/2017,54.2,61.87,54.2,54.2,120.71,51.61
10/01/2017,57.7,67.26,57.7,57.7,131.22,54.55
11/01/2017,60.55,72.85,60.55,60.55,142.13,57.64
12/01/2017,61.46,74.24,61.46,61.46,144.84,58.36
13/01/2017,59.54,67.97,59.54,59.54,132.61,56.19
16/01/2017,56.76,68.88,56.76,56.76,134.38,54.9
17/01/2017,57.44,68.19,57.44,57.44,133.04,54.82
18/01/2017,56.96,67.73,56.96,56.96,132.14,54.69
19/01/2017,57.03,68.16,57.03,57.03,132.98,54.7
20/01/2017,59,67.71,59,59,132.1,55.49
23/01/2017,60.97,71.16,60.97,60.97,138.83,58.04
24/01/2017,59.08,71.18,59.08,59.08,138.87,56.82
25/01/2017,56.99,70.92,56.99,56.99,138.36,55.83
26/01/2017,56.55,70.6,56.55,56.55,137.74,55.35
27/01/2017,55.86,70.78,55.86,55.86,138.09,54.99
30/01/2017,58.36,72.24,58.36,58.36,140.94,56.62
31/01/2017,62,62,62,62,149.73,53.48
01/02/2017,55.75,65.52,55.75,55.75,158.23,52.93
02/02/2017,56.61,67.35,56.61,56.61,162.65,53.54
03/02/2017,57,67.82,57,57,163.78,52.24
06/02/2017,55.14,63.45,55.14,55.14,153.23,50.66
07/02/2017,53.23,59.72,53.23,53.23,144.22,49.08
08/02/2017,51.8,57.17,51.8,51.8,138.06,48.2
09/02/2017,52.27,57.51,52.27,52.27,138.88,48.52
10/02/2017,51.16,56.51,51.16,51.16,136.47,47.98
13/02/2017,49.54,55.34,49.54,49.54,133.64,47.04
14/02/2017,48.64,54.78,48.64,48.64,132.29,46.63
15/02/2017,49.42,55.23,49.42,49.42,133.38,47.12
16/02/2017,48.97,55.24,48.97,48.97,133.4,46.94
17/02/2017,47.99,54.51,47.99,47.99,131.64,46.24
20/02/2017,48.82,55.35,48.82,48.82,133.67,47.05
21/02/2017,48.24,55.13,48.24,48.24,133.14,46.64
22/02/2017,48.01,55.18,48.01,48.01,133.26,46.57
23/02/2017,48.29,55.22,48.29,48.29,133.35,46.88
24/02/2017,47.85,55.34,47.85,47.85,133.64,46.91
27/02/2017,47.1,55.54,47.1,47.1,134.13,46.41
28/02/2017,46.83,46.83,46.83,46.83,133.36,43.77
01/03/2017,42.35,47.1,42.35,42.35,134.13,43.88
02/03/2017,42.22,46.63,42.22,42.22,132.79,45.29
03/03/2017,41.77,46.23,41.77,41.77,131.65,45.07
06/03/2017,41.01,44.85,41.01,41.01,127.72,44.43
07/03/2017,41.15,45.05,41.15,41.15,128.29,44.15
08/03/2017,40.29,44.93,40.29,40.29,127.95,43.55
09/03/2017,40.35,44.67,40.35,40.35,127.21,43.4
10/03/2017,40.21,44.28,40.21,40.21,126.1,43.5
13/03/2017,40.24,44.32,40.24,40.24,126.21,43.36
14/03/2017,40.3,43.9,40.3,40.3,125.01,43.25
15/03/2017,40.73,43.82,40.73,40.73,124.79,43.59
16/03/2017,41.02,44.2,41.02,41.02,125.87,43.72
17/03/2017,41.2,44.59,41.2,41.2,126.98,43.84
20/03/2017,41.1,44.82,41.1,41.1,127.63,43.85
21/03/2017,40.85,44.88,40.85,40.85,127.81,43.65
22/03/2017,40.39,44.48,40.39,40.39,126.67,43.36
23/03/2017,40.36,44.65,40.36,40.36,127.15,43.42
24/03/2017,40.29,44.68,40.29,40.29,127.24,43.26
27/03/2017,39.74,44.6,39.74,39.74,127.01,42.59
28/03/2017,40.11,44.47,40.11,40.11,126.64,42.75
29/03/2017,40.7,44.45,40.7,40.7,126.58,43.28
30/03/2017,40.84,44.46,40.84,40.84,126.61,43.44
31/03/2017,41.5,41.5,41.5,40.95,128.66,44.36
03/04/2017,41.59,41.93,41.59,41.59,129.99,44.94
04/04/2017,42.2,42.58,42.2,42.2,132,45.33
05/04/2017,42.34,42.04,42.34,42.34,130.33,45.38
06/04/2017,43.05,42.88,43.05,43.05,132.93,46.08
07/04/2017,42.82,42.67,42.82,42.82,132.28,45.89
10/04/2017,42.23,42.37,42.23,42.23,131.35,45.39
11/04/2017,41.84,42.18,41.84,41.84,130.76,45.07
12/04/2017,41.93,41.99,41.93,41.93,130.17,45.24
13/04/2017,42.3,41.95,42.3,42.3,130.05,45.46
14/04/2017,42.3,41.95,42.3,42.3,130.05,45.46
17/04/2017,42.3,41.95,42.3,42.3,130.05,45.46
18/04/2017,42.26,42.12,42.26,42.26,130.58,45.61
19/04/2017,42.93,42.19,42.93,42.93,130.79,46.11
20/04/2017,43,42.38,43,43,131.38,46.14
21/04/2017,44.01,42.73,44.01,44.01,132.47,46.7
24/04/2017,43.96,42.97,43.96,43.96,133.21,46.68
25/04/2017,43.35,43.07,43.35,43.35,133.52,46.48
26/04/2017,43.61,43.01,43.61,43.61,133.34,46.54
27/04/2017,43.82,42.98,43.82,43.82,133.24,46.66
28/04/2017,44.1,42.87,44.1,44.1,132.9,46.85
01/05/2017,44.1,42.87,44.1,44.1,132.9,46.85
02/05/2017,47.58,45.13,47.58,47.58,136.01,48.47
03/05/2017,47.78,44.78,47.78,47.78,134.95,48.58
04/05/2017,46.67,44.19,46.67,46.67,133.17,47.88
05/05/2017,46.62,44.15,46.62,46.62,133.05,47.71
08/05/2017,45.59,44.05,45.59,45.59,132.75,47.13
09/05/2017,45.78,44.18,45.78,45.78,133.14,47.34
10/05/2017,46.1,44.36,46.1,46.1,133.69,47.61
11/05/2017,45.73,43.97,45.73,45.73,132.51,47.47
12/05/2017,45.93,44.29,45.93,45.93,133.48,47.47
15/05/2017,45.13,42.98,45.13,45.13,129.53,47.01
16/05/2017,44.87,43.02,44.87,44.87,129.65,46.96
17/05/2017,45.68,43.07,45.68,45.68,129.8,47.48
18/05/2017,46.08,42.65,46.08,46.08,128.53,47.63
19/05/2017,46.51,42.56,46.51,46.51,128.26,47.92
22/05/2017,47,42.67,47,47,128.59,48.52
23/05/2017,47.89,42.78,47.89,47.89,128.92,49.15
24/05/2017,48.35,42.94,48.35,48.35,129.41,49.52
25/05/2017,47.81,43.1,47.81,47.81,129.89,49.03
26/05/2017,48.45,43.21,48.45,48.45,130.22,49.44
29/05/2017,48.35,43.03,48.35,48.35,129.68,49.41
30/05/2017,48.47,43.06,48.47,48.47,129.77,49.75
31/05/2017,48.33,48.33,48.33,56.26,129.39,50.43
01/06/2017,54.22,47.12,54.22,54.22,126.15,49.26
02/06/2017,54.75,46.78,54.75,54.75,125.24,49.47
05/06/2017,56.32,49.72,56.32,56.32,133.12,50.5
06/06/2017,55.71,49.27,55.71,55.71,131.91,50.09
07/06/2017,56.14,49.81,56.14,56.14,133.36,50.33
08/06/2017,57.67,50.88,57.67,57.67,136.22,51.11
09/06/2017,58.05,51.09,58.05,58.05,136.78,51.4
12/06/2017,56.7,49.31,56.7,56.7,132.02,50.49
13/06/2017,57.12,49.81,57.12,57.12,133.36,50.68
14/06/2017,56.4,49.14,56.4,56.4,131.56,50.43
15/06/2017,55.2,48.97,55.2,55.2,131.11,50.3
16/06/2017,55.08,48.8,55.08,55.08,130.65,50.39
19/06/2017,55.47,49.68,55.47,55.47,133.01,50.75
20/06/2017,55.54,50.09,55.54,55.54,134.11,50.95
21/06/2017,54.9,49.67,54.9,54.9,132.98,50.73
22/06/2017,53.95,49.22,53.95,53.95,131.78,50.41
23/06/2017,53.12,49.77,53.12,53.12,133.25,50.19
26/06/2017,51.7,48.84,51.7,51.7,130.76,49.56
27/06/2017,50.5,48.81,50.5,50.5,130.68,49.08
28/06/2017,52.09,48.9,52.09,52.09,130.92,49.63
29/06/2017,51.55,48.86,51.55,51.55,130.81,49.47
30/06/2017,52.22,52.22,52.22,47.88,132.51,49.84
03/07/2017,47.88,51.12,47.88,47.88,129.72,49.71
04/07/2017,47.05,49.75,47.05,47.05,126.24,49.11
05/07/2017,46.63,48.09,46.63,46.63,122.03,48.49
06/07/2017,46.7,48.5,46.7,46.7,123.07,48.61
07/07/2017,46.78,48.87,46.78,46.78,124.01,48.78
10/07/2017,47.63,49.6,47.63,47.63,125.86,49.17
11/07/2017,48.13,52.18,48.13,48.13,132.41,49.79
12/07/2017,47.75,52.08,47.75,47.75,132.16,49.59
13/07/2017,47.92,52.06,47.92,47.92,132.11,49.75
14/07/2017,47.58,51.4,47.58,47.58,130.43,49.51
17/07/2017,47.29,50.93,47.29,47.29,129.24,49.48
18/07/2017,47.15,50.56,47.15,47.15,128.3,49.3
19/07/2017,46.42,50.12,46.42,46.42,127.18,48.89
20/07/2017,46.83,50.19,46.83,46.83,127.36,49.14
21/07/2017,46.76,50.02,46.76,46.76,126.93,48.91
24/07/2017,46.89,49.73,46.89,46.89,126.19,48.64
25/07/2017,47.12,49.69,47.12,47.12,126.09,48.71
26/07/2017,47.8,50.05,47.8,47.8,127.01,49.24
27/07/2017,47.33,49.97,47.33,47.33,126.8,49.34
28/07/2017,47.96,50,47.96,47.96,126.88,49.5
31/07/2017,49.55,50.31,49.55,49.55,127.67,50.15
01/08/2017,49.1,51.25,49.1,49.1,132.05,49.98
02/08/2017,49.5,53.87,49.5,49.5,138.8,50.59
03/08/2017,49.58,54.32,49.58,49.58,139.96,50.75
04/08/2017,49.37,53.34,49.37,49.37,137.43,50.45
07/08/2017,49.28,53.01,49.28,49.28,136.58,50.51
08/08/2017,49.79,54.71,49.79,49.79,140.96,50.9
09/08/2017,49.85,53.84,49.85,49.85,138.72,50.9
10/08/2017,50.19,54.22,50.19,50.19,139.7,51.21
11/08/2017,50.76,54.88,50.76,50.76,141.4,51.64
14/08/2017,51.4,55.05,51.4,51.4,141.84,52.18
15/08/2017,51.45,55.44,51.45,51.45,142.84,52.34
16/08/2017,51.29,55.12,51.29,51.29,142.02,52.31
17/08/2017,50.64,54.38,50.64,50.64,140.11,52.63
18/08/2017,50.94,54.35,50.94,50.94,140.03,52.76
21/08/2017,51.72,55.41,51.72,51.72,142.76,52.92
22/08/2017,51.86,54.98,51.86,51.86,141.66,52.75
23/08/2017,52.44,55.13,52.44,52.44,142.04,53.35
24/08/2017,52.45,55.92,52.45,52.45,144.08,53.56
25/08/2017,53.15,56.2,53.15,53.15,144.8,53.97
28/08/2017,51.97,55.99,51.97,51.97,144.26,53.49
29/08/2017,51.52,56,51.52,51.52,144.28,53.2
30/08/2017,50.99,55.77,50.99,50.99,143.69,53.18
31/08/2017,50.45,50.45,50.45,50.45,142.17,52.29
01/09/2017,50.3,50.1,50.3,50.3,141.18,52.19
04/09/2017,49.86,49.62,49.86,49.86,139.83,52.01
05/09/2017,50.73,49.58,50.73,50.73,139.72,52.62
06/09/2017,50.75,49.99,50.75,50.75,140.87,52.88
07/09/2017,50.79,49.37,50.79,50.79,139.13,52.82
08/09/2017,50.9,49.51,50.9,50.9,139.52,53.29
11/09/2017,51.04,49.59,51.04,51.04,139.75,53.48
12/09/2017,50.8,49.58,50.8,50.8,139.72,53.36
13/09/2017,51.56,49.35,51.56,51.56,139.07,54.03
14/09/2017,52,49.24,52,52,138.76,54.65
15/09/2017,51.65,48.85,51.65,51.65,137.66,54.2
18/09/2017,51.33,48.23,51.33,51.33,135.91,54.02
19/09/2017,51.15,47.93,51.15,51.15,135.07,54.35
20/09/2017,50.83,48.3,50.83,50.83,136.11,54.13
21/09/2017,50.56,48.51,50.56,50.56,136.7,53.55
22/09/2017,50.87,48.99,50.87,50.87,138.06,53.62
25/09/2017,51.1,49.21,51.1,51.1,138.68,53.96
26/09/2017,50.64,48.45,50.64,50.64,136.53,53.37
27/09/2017,50.67,48.54,50.67,50.67,136.79,53.46
28/09/2017,52.63,48.63,52.63,52.63,137.04,54.91
29/09/2017,52.73,48.59,52.73,52.73,136.93,54.53
02/10/2017,57.63,53.49,57.63,57.63,138.9,55.57
03/10/2017,58,53.22,58,58,138.2,55.94
04/10/2017,58.53,54.67,58.53,58.53,141.97,56.6
05/10/2017,59.95,55.53,59.95,59.95,144.2,57.56
06/10/2017,61.45,56.73,61.45,61.45,147.32,58.3
09/10/2017,62.87,57.7,62.87,62.87,149.83,59.19
10/10/2017,64.49,57.02,64.49,64.49,148.07,59.51
11/10/2017,66.37,57.09,66.37,66.37,148.25,60.63
12/10/2017,62.99,56.32,62.99,62.99,146.25,58.51
13/10/2017,62.78,55.96,62.78,62.78,145.32,58.52
16/10/2017,61.25,54.09,61.25,61.25,140.46,57.88
17/10/2017,61.27,54.3,61.27,61.27,141.01,58.11
18/10/2017,62.7,54.62,62.7,62.7,141.84,59.05
19/10/2017,60.13,54.28,60.13,60.13,140.95,57.92
20/10/2017,58.87,54.38,58.87,58.87,141.21,56.81
23/10/2017,59.27,54.39,59.27,59.27,141.24,56.81
24/10/2017,58.36,54.77,58.36,58.36,142.23,56.82
25/10/2017,58.7,54.6,58.7,58.7,141.78,57.03
26/10/2017,59.49,54.59,59.49,59.49,141.76,55.18
27/10/2017,60.82,54.63,60.82,60.82,141.86,55.74
30/10/2017,60.06,54.66,60.06,60.06,141.94,55.57
31/10/2017,60.28,60.28,60.28,60.28,142.46,55.93
01/11/2017,61.5,60.93,61.5,61.5,144,56.47
02/11/2017,60.55,60.95,60.55,60.55,144.04,56.02
03/11/2017,59.87,60.4,59.87,59.87,142.74,55.36
06/11/2017,61.23,61.65,61.23,61.23,145.7,56.28
07/11/2017,62.08,62.87,62.08,62.08,148.58,56.83
08/11/2017,64.05,66.41,64.05,64.05,156.95,58
09/11/2017,64.33,68.86,64.33,64.33,162.74,58.56
10/11/2017,63.63,68.07,63.63,63.63,160.87,58.41
13/11/2017,64.75,70.63,64.75,64.75,166.92,59.34
14/11/2017,62.98,67.6,62.98,62.98,159.76,58.31
15/11/2017,61.5,65.04,61.5,61.5,153.71,57.36
16/11/2017,61.39,64.9,61.39,61.39,153.38,57.48
17/11/2017,59.67,63.63,59.67,59.67,150.38,56.82
20/11/2017,61.14,64.58,61.14,61.14,152.62,57.62
21/11/2017,61.62,65.2,61.62,61.62,154.09,58.05
22/11/2017,62.78,66.41,62.78,62.78,156.95,58.55
23/11/2017,63.46,66.16,63.46,63.46,156.36,57.11
24/11/2017,63.5,66.1,63.5,63.5,156.21,57.65
27/11/2017,63.83,66.03,63.83,63.83,156.05,57.85
28/11/2017,63.06,66.15,63.06,63.06,156.33,57.55
29/11/2017,63.71,65.77,63.71,63.71,155.43,57.57
30/11/2017,63.85,63.85,63.85,63.85,155.78,55.29
01/12/2017,66.58,64.43,66.58,66.58,157.19,55.76
04/12/2017,68.05,67.03,68.05,68.05,163.53,56.54
05/12/2017,67,66.76,67,67,162.88,56.05
06/12/2017,66.5,67.39,66.5,66.5,164.41,55.84
07/12/2017,65.9,65.92,65.9,65.9,160.83,55.47
08/12/2017,66.05,65.77,66.05,66.05,160.46,55.63
11/12/2017,65.2,64.72,65.2,65.2,157.9,55.31
12/12/2017,66.95,69.55,66.95,66.95,169.68,57.29
13/12/2017,65.66,67.96,65.66,65.66,165.8,56.3
14/12/2017,64.84,67.66,64.84,64.84,165.07,56.07
15/12/2017,66.22,67.61,66.22,66.22,164.95,56.85
18/12/2017,65.31,66.9,65.31,65.31,163.22,56.43
19/12/2017,64.55,66.32,64.55,64.55,161.8,55.98
20/12/2017,64.99,66.25,64.99,64.99,161.63,56.14
21/12/2017,64.82,66.54,64.82,64.82,162.34,56.28
22/12/2017,64.65,66.31,64.65,64.65,161.78,56.4
25/12/2017,64.65,66.31,64.65,64.65,161.78,56.4
26/12/2017,64.65,66.31,64.65,64.65,161.78,56.4
27/12/2017,64,65.57,64,64,159.97,55.87
28/12/2017,63.54,65.2,63.54,63.54,159.07,55.76
29/12/2017,63.1,65.08,63.1,63.1,158.78,55.82
01/01/2018,63.1,65.08,63.1,63.1,158.78,55.82
02/01/2018,60.49,56.76,60.49,60.49,142.82,52.13
03/01/2018,59.4,56.48,59.4,59.4,142.12,51.78
04/01/2018,58.09,55.62,58.09,58.09,139.96,52.08
05/01/2018,57.1,54.51,57.1,57.1,137.16,51.67
08/01/2018,56.08,52.58,56.08,56.08,132.31,51.26
09/01/2018,56.23,51.61,56.23,56.23,129.86,51.29
10/01/2018,56.1,51.34,56.1,56.1,129.19,51.14
11/01/2018,55.88,51.08,55.88,55.88,128.53,51.06
12/01/2018,56.58,51.45,56.58,56.58,129.46,51.1
15/01/2018,54.63,49.53,54.63,54.63,124.63,50.04
16/01/2018,54.3,49.58,54.3,54.3,124.76,49.56
17/01/2018,53.61,49.07,53.61,53.61,123.47,49.05
18/01/2018,53.44,49.29,53.44,53.44,124.03,49.14
19/01/2018,53.37,49.64,53.37,53.37,124.91,49.3
22/01/2018,53.92,49.27,53.92,53.92,123.98,49.35
23/01/2018,53.55,49.13,53.55,53.55,123.62,49.15
24/01/2018,53.3,49.07,53.3,53.3,123.47,48.86
25/01/2018,53.05,48.94,53.05,53.05,123.15,48.81
26/01/2018,53.29,49.1,53.29,53.29,123.55,48.76
29/01/2018,52.69,48.95,52.69,52.69,123.17,48.26
30/01/2018,52.42,49,52.42,52.42,123.3,48.12
31/01/2018,54.85,54.85,54.85,49.52,129.01,48.58
01/02/2018,50.16,55.38,50.16,50.16,130.26,48.94
02/02/2018,50.27,54.17,50.27,50.27,127.41,48.64
05/02/2018,48.94,51.6,48.94,48.94,121.37,47.6
06/02/2018,48.99,51.18,48.99,48.99,120.38,47.45
07/02/2018,49.66,51.24,49.66,49.66,120.52,47.64
08/02/2018,48.72,50.02,48.72,48.72,117.65,46.92
09/02/2018,48.77,50.26,48.77,48.77,118.22,46.98
12/02/2018,48.31,49.73,48.31,48.31,116.97,46.79
13/02/2018,49.3,50.27,49.3,49.3,118.24,47.27
14/02/2018,48.95,50.22,48.95,48.95,118.12,47.37
15/02/2018,48.58,50.39,48.58,48.58,118.52,47.4
16/02/2018,49.03,50.66,49.03,49.03,119.16,47.57
19/02/2018,51.4,51.99,51.4,51.4,122.29,48.72
20/02/2018,53.03,52.79,53.03,53.03,124.17,49.32
21/02/2018,53.8,53.98,53.8,53.8,126.97,49.52
22/02/2018,53.43,56.13,53.43,53.43,132.02,49.73
23/02/2018,55.39,58.85,55.39,55.39,138.42,50.67
26/02/2018,50.7,57.38,50.7,50.7,134.96,48.96
27/02/2018,49.79,57,49.79,49.79,134.07,48.61
28/02/2018,51.74,51.74,51.74,51.74,139.32,47.95
01/03/2018,44.74,55.23,44.74,44.74,148.72,48.48
02/03/2018,44.64,55.3,44.64,44.64,148.91,48.41
05/03/2018,44.6,53.66,44.6,44.6,144.49,48.21
06/03/2018,44.82,53.41,44.82,44.82,143.82,48.69
07/03/2018,45.2,53.38,45.2,45.2,143.74,48.75
08/03/2018,45.74,53.68,45.74,45.74,144.54,49.3
09/03/2018,46.76,54.22,46.76,46.76,146,49.93
12/03/2018,49.15,59.11,49.15,49.15,159.17,51.37
13/03/2018,48.73,58.14,48.73,48.73,156.55,51.09
14/03/2018,47,57.1,47,47,153.75,50.32
15/03/2018,48.07,58.14,48.07,48.07,156.55,51.04
16/03/2018,47.77,58.49,47.77,47.77,157.5,50.95
19/03/2018,47.78,57.3,47.78,47.78,154.29,50.86
20/03/2018,48.5,56.8,48.5,48.5,152.95,51.27
21/03/2018,49.95,57.46,49.95,49.95,154.72,52.31
22/03/2018,49.38,56.93,49.38,49.38,153.3,52.2
23/03/2018,48.75,56.45,48.75,48.75,152,52.2
26/03/2018,47.67,56.74,47.67,47.67,152.78,51.71
27/03/2018,48.33,56.92,48.33,48.33,153.27,52.22
28/03/2018,49,57.01,49,49,153.51,52.79
29/03/2018,48.96,57.12,48.96,48.96,153.81,52.85
30/03/2018,48.96,57.12,48.96,48.96,153.81,52.85
02/04/2018,48.96,57.12,48.96,48.96,153.81,52.85
03/04/2018,48.25,48.34,48.25,48.25,151.86,52.65
04/04/2018,48.72,48.59,48.72,48.72,152.65,52.85
05/04/2018,48.83,49.02,48.83,48.83,154,52.86
06/04/2018,48.97,49.29,48.97,48.97,154.84,53
09/04/2018,50.36,49.64,50.36,50.36,155.94,54.09
10/04/2018,51.11,50.24,51.11,51.11,157.83,55.03
11/04/2018,51.14,50.73,51.14,51.14,159.37,55.38
12/04/2018,51.18,50.83,51.18,51.18,159.68,55.48
13/04/2018,51.58,51.22,51.58,51.58,160.91,56.15
16/04/2018,50.89,50.64,50.89,50.89,159.09,56.04
17/04/2018,49.14,49.85,49.14,49.14,156.6,54.39
18/04/2018,48.83,49.39,48.83,48.83,155.16,54.48
19/04/2018,50.47,49.42,50.47,50.47,155.25,55.48
20/04/2018,49.86,49.85,49.86,49.86,156.6,55.07
23/04/2018,50.18,49.88,50.18,50.18,156.7,55.51
24/04/2018,49.9,49.51,49.9,49.9,155.54,55.32
25/04/2018,49.7,49.65,49.7,49.7,155.98,55.35
26/04/2018,50.6,49.66,50.6,50.6,156.01,56.11
27/04/2018,50.85,49.63,50.85,50.85,155.91,56.31
30/04/2018,50.53,49.39,50.53,50.53,155.16,56.95
01/05/2018,50.53,49.39,50.53,50.53,155.16,56.95
02/05/2018,54.57,49.89,54.57,54.57,153.19,57.73
03/05/2018,54.38,50.87,54.38,54.38,156.2,57.82
04/05/2018,55.12,51.49,55.12,55.12,158.11,58.35
07/05/2018,55.63,50.07,55.63,55.63,153.75,58.77
08/05/2018,56.86,50.63,56.86,56.86,155.47,59.86
09/05/2018,57.12,50.81,57.12,57.12,156.02,60.07
10/05/2018,57.03,50.85,57.03,57.03,156.14,60.16
11/05/2018,57.82,51.37,57.82,57.82,157.74,60.97
14/05/2018,58.45,51.61,58.45,58.45,158.47,61.62
15/05/2018,59.14,52.07,59.14,59.14,159.89,62.23
16/05/2018,58.41,52.23,58.41,58.41,160.38,61.96
17/05/2018,59.27,52.64,59.27,59.27,161.64,62.8
18/05/2018,59.35,52.7,59.35,59.35,161.82,62.74
21/05/2018,60.25,53.44,60.25,60.25,164.09,63.73
22/05/2018,61.9,53.89,61.9,61.9,165.48,65.28
23/05/2018,61.99,54.13,61.99,61.99,166.21,65.11
24/05/2018,61.72,53.56,61.72,61.72,164.46,64.89
25/05/2018,60.67,53.3,60.67,60.67,163.66,63.87
28/05/2018,60.2,53.36,60.2,60.2,163.85,64.17
29/05/2018,61.2,53.35,61.2,61.2,163.82,64.82
30/05/2018,62.36,53.48,62.36,62.36,164.22,65.37
31/05/2018,61.8,61.8,61.8,61.8,162.74,67.25
01/06/2018,67.45,60.97,67.45,67.45,160.56,65.28
04/06/2018,68.8,60.87,68.8,68.8,160.29,66.35
05/06/2018,66.9,59.59,66.9,66.9,156.92,65.17
06/06/2018,65.67,58.2,65.67,65.67,153.26,64.21
07/06/2018,66.3,58.76,66.3,66.3,154.74,64.62
08/06/2018,66.61,59.52,66.61,66.61,156.74,65.22
11/06/2018,65.12,58.81,65.12,65.12,154.87,64.12
12/06/2018,65.3,58.64,65.3,65.3,154.42,64.64
13/06/2018,66,58.53,66,66,154.13,65.24
14/06/2018,66.1,59.41,66.1,66.1,156.45,65.89
15/06/2018,65.35,59.57,65.35,65.35,156.87,65.01
18/06/2018,64.71,58.18,64.71,64.71,153.21,64.87
19/06/2018,63.7,57.59,63.7,63.7,151.66,64.36
20/06/2018,62.92,57.33,62.92,62.92,150.97,63.52
21/06/2018,62.35,57.38,62.35,62.35,151.1,62.83
22/06/2018,62.78,57.2,62.78,62.78,150.63,63.39
